novdescription,bbl,violationid
SECTION 27-2005 ADM CODE  MAKE SAFE BY PROPERLY REPAIRING THE STRUCTURAL DEFECT AT ORNAMENTAL CONCRETE CORNICE ABOVE ENTRANCE DOOR TO BUILDING,1016430070,11744180
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE WASH BASIN ,AT NORTH WALL,  IN THE BATHROOM  LOCATED AT APT 4F, 5th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016810007,11821028
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE WASH BASIN  IN THE BATHROOM  LOCATED AT APT 1E, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",1016810007,12094539
"SECTION 27-2026 ADM CODE  REPLACE THE BROKEN OR DEFECTIVE BATHTUB OR REGLAZE WITH PORCELAIN PAINT.  IN THE BATHROOM  LOCATED AT APT 1E, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",1016810007,12094555
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT EAST WALL   AT PUBLIC HALL STAIRS, 1st STORY",1016300069,11924098
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 1;         IN THE ENTIRE APARTMENT  LOCATED AT APT 6, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300069,10320514
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016300069,11924072
"SECTION 27-2081 ADM CODE  DISCONTINUE USE FOR LIVING ILLEGAL B ROOM CREATED AT BOILER ROOM  LOCATED AT B-ROOM CELL4, 1st B-ROOM FROM SOUTH AT WEST",1016300069,11972777
"SECTION 27-2014 ADM CODE  AND DEPT. RULES AND REGULATIONS. SCRAPE AND REMOVE RUST SCALES AND PAINT WITH 2 COATS OF PAINT ALL BALCONIES, ALL STORIES AT ALL FIRE ESCAPES",1016300069,11973059
"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES CONSISTING OF BICYCLES CHAINED AND PADLOCKED AT 1ST STORY BALCONY AT REAR FIRE ESCAPE",1016300069,11973071
"SECTION 27-2005 ADM CODE  FIRE ESCAPE DEFECTIVE. REPLACE WITH NEW THE BROKEN, DEFECTIVE AND/OR MISSING TRIANGLE SHAPED GUSSET PLATES CONNECTING THE EAST AND WEST UPPER RETURN RAILS TO THE FRONT RAIL AT ALL BALCONIES AND ALL STORIES AT ALL FIRE ESCAPES",1016300069,11973381
"SECTION  27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING. , 1st STORY",1016300069,11975502
"SECTION 27-2070 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES RANGE   IN THE ENTIRE APARTMENT  LOCATED AT APT 29, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",1016300069,11975060
"SECTION 27-2070 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES RANGE   IN THE ENTIRE APARTMENT  LOCATED AT APT 6, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300069,11975073
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CELING AND WALLS  IN THE BATHROOM  LOCATED AT APT 6, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300069,11975078
"SECTION 27-2070 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES RANGE  IN THE ENTIRE APARTMENT  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1016300069,11975079
"SECTION 27-2070 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES RANGE  IN THE ENTIRE APARTMENT  LOCATED AT APT 26, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300069,11975099
"SECTION 27-2081 ADM CODE  DISCONTINUE USE OF ROOMS FOR LIVING, DISCONNECT PLUMBING FIXTURES AND PROPERLY SEAL PIPE CONNECTIONS SHOWER STALL AND WATER CLOSET AT CELLAR EAST",1016300069,11972752
"SECTION 27-2070 ADM CODE  DISCONTINUE UNLAWFUL COOKING SPACE OR FILE PLANS AND APPLICATION WITH THIS DEPARTMENT TO LEGALIZE SAME, IF LAWFULLY FEASIBLE, RANGE INSTALLED AT CELLAR EAST",1016300069,11972753
"SECTION 300, 301, 302, M/D LAW  FILE PLANS AND OBTAIN A CERTIFICATE OF OCCUPANCY TO LEGALIZE THE FOLLOWING ALTERATION OR RESTORE PREMISES TO PRIOR LEGAL CONDITION ILLEGAL  CLASS A  APT. CREATED AT CELLAR   IN THE ENTIRE APARTMENT  LOCATED AT APT CELL2, 1st APARTMENT FROM NORTH AT EAST",1016300069,11972758
"SECTION 300, 301, 302, M/D LAW  FILE PLANS AND OBTAIN A CERTIFICATE OF OCCUPANCY TO LEGALIZE THE FOLLOWING ALTERATION OR RESTORE PREMISES TO PRIOR LEGAL CONDITION WALLS ERECTED FROM FLOOR TO CEILING CREATING AN ILLEGAL B ROOM AT CELLAR WEST",1016300069,11972768
SECTION 27-2142 ADM CODE  APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS CELLAR 1 LOCATION SOUTH 1 UNDER VACATE ORDER # 140660  AT CELLAR,1016300069,11998548
SECTION 27-2142 ADM CODE  APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS CELLAR 2 LOCATION EAST 1  UNDER VACATE ORDER # 140660  AT CELLAR,1016300069,11998558
SECTION 27-2142 ADM CODE  APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS CELLAR 3 LOCATION WEST 2 UNDER VACATE ORDER # 140660  AT CELLAR,1016300069,11998568
SECTION 27-2142 ADM CODE  APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS CELLAR 4 LOCATION  WEST 1 UNDER VACATE ORDER # 140660  AT CELLAR,1016300069,11998574
"SECTION 27-2005 ADM CODE  FIRE ESCAPE DEFECTIVE. REPLACE WITH NEW THE BROKEN, DEFECTIVE AND/OR MISSING 4TH METAL SLAT AT WEST FIRE ESCAPE,2ND STY",1016300069,10634124
SECTION 27-2005 ADM CODE  PROVIDE FIRE GUARD COVERAGE  FOR 24 HOURS CONTINUING UNTIL FURTHER NOTICE BUILDING THROUGHOUT,1016300069,11970618
SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE PAVING  SOUTH & WEST YARDS.,1016300069,2558041
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          CEILING,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE BATHROOM  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1016300069,6321193
SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF UNSECURE TELEPHONE AND ANTENNA WIRES THROUGH OUT ROOF,1016300069,8425855
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR UNDER RADIATOR  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 28, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425897
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRIC OUTLETS AT NORTH AND SOUTH WALLS  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 28, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425899
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 26, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300069,11975102
"SECTION 27-2070 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES RANGE  IN THE ENTIRE APARTMENT  LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,11975182
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          SOUTH WALL IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",1016300069,6321192
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE DOOR-CHIME TO THE APARTMENT ENTRANCE DOOR  IN THE KITCHEN  LOCATED AT APT 28, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425905
"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB  IN THE BATHROOM  LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425918
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE COUNTER BALANCE SPRINGS TO THE LOWER AND UPPER WINDOW SASHES  IN THE KITCHEN  LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425922
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE COUNTER BALANCESPRINGS TO THE LOWER WINDOW SASH, 1ST WINDOW FROM SOUTH AT WEST  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425927
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE COUNTER BALANCESPRINGS TO THE LOWER WINDOW SASH, 2ND WINDOW FROM SOUTH AT WEST  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425928
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE COUNTER BALANCESPRINGS TO THE LOWER WINDOW SASH  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425929
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ..  IN THE ENTRANCE  LOCATED AT APT 26, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300069,9076019
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 2;         IN THE ENTIRE APARTMENT  LOCATED AT APT 6, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300069,10311196
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... CELING  IN THE BATHROOM  LOCATED AT APT 6, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300069,11975077
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING   IN THE ENTIRE APARTMENT  LOCATED AT APT 26, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH",1016300069,11975101
SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  CEILING AND SOUTH WALL BATHROOM 2 STY SOUTHWEST APT 9.  LOCATED AT APT 9,1016300069,2558151
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 28, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425902
"SECTION 27-2026 ADM CODE  REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN WASTE PIPE UNDER WASH BASIN  IN THE BATHROOM  LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425919
"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION AT WASTE PIPE UNDER SINK  IN THE KITCHEN  LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,8425921
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL.  IN THE FOYER  LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016300069,12258051
"SECTION 27-2087 ADM CODE - DISCONTINUE USE OF ROOMS FOR LIVING, DISCONNECT PLUMBING FIXTURES WHERE ILLEGAL AND PROPERLY SEAL PIPE CONNECTIONS WATER CLOSET AND SHOWER STALL AT CELLAR SOUTH",1016300069,11972736
"SECTION 27-2070 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT GAS RANGE  IN THE KITCHEN  LOCATED AT APT 10, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1016300069,12099533
"SECTION 27-2070 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES  AT RANGE  IN THE KITCHEN  LOCATED AT APT 17, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",1016300069,12251759
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND NORTH WALL  IN THE BATHROOM  LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,12266683
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,12266688
"SECTION 300, 301, 302, M/D LAW  FILE PLANS AND OBTAIN A CERTIFICATE OF OCCUPANCY TO LEGALIZE THE FOLLOWING ALTERATION OR RESTORE PREMISES TO PRIOR LEGAL CONDITION ILLEGAL  CLASS  A  APT. CREATED AT CELLAR SOUTH",1016300069,11972738
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,12266675
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,12266690
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING ESCUTCHEON PLATE AT CEILING AT STEAM PIPE  IN THE KITCHEN  LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,12266975
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING ESCUTCHEON PLATE AT CEILING AT STEAM PIPE  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",1016300069,12266978
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL  IN THE PRIVATE HALLWAY  LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016300069,12267626
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL  IN THE KITCHEN  LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016300069,12267627
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL  IN THE 3rd ROOM  FROM NORTH LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016300069,12267628
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 3rd ROOM  FROM NORTH AT EAST LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016300069,12267629
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING AND ALL WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 14, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",1016300069,12267631
"SECTION 27-2070 ADM CODE  PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT RANGE   IN THE KITCHEN  LOCATED AT APT 6, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",1016300069,12067097
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE BATHROOM  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080008,11784108
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          1st RISER  FROM SOUTH AT WEST WALL IN THE 3rd ROOM  FROM NORTH AT EAST LOCATED AT APT 4B, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1017080008,10216769
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          CEILING,         1st RADIATOR  FROM EAST AT SOUTH WALL,         SOUTH WALL,         2nd WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 4th ROOM  FROM NORTH AT WEST LOCATED AT APT 4B, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",1017080008,10216770
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING  IN THE BATHROOM  LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080008,11907000
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF  PUSH ARM BAR AT BULKHEAD DOOR   AT PUBLIC HALL, 6th STORY",1017080008,12021818
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS BULKHEAD DOOR   AT PUBLIC HALL, 6th STORY",1017080008,12021821
"SECTION 27-2014 ADM CODE  AND DEPT. RULES AND REGULATIONS. SCRAPE AND REMOVE RUST SCALES AND PAINT WITH 2 COATS OF PAINT ALL STORIES, ALL BALCONIES AND ALL COMPONETS AT BUILDING FRONT  AT FIRE ESCAPE",1017080008,12249706
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE 1ST MARBLE TREAD FROM BOTTOM UP  AT PUBLIC HALL STAIRS, 1st STORY",1017080008,12249733
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF UNCAPPED RADIATOR SHUTOFF VALVE  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080008,12249736
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ..  IN THE ENTRANCE  LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",1017080008,6869989
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL OUTLET THROUGHOUT  IN THE ENTIRE APARTMENT  LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080008,8308798
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080008,8308800
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080008,8308803
"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080008,8308813
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND ALL WALLS  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1017080008,12249695
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND ALL WALLS  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1017080008,12249697
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND ALL WALLS  IN THE FOYER  LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1017080008,12249698
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND ALL WALLS  IN THE KITCHEN  LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1017080008,12249700
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND ALL WALLS  IN THE BATHROOM  LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",1017080008,12249701
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF UNCAPPED RADIATOR SHUT OFF VALVE  IN THE 2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080008,12249746
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE LOWER WINDOW SASH GLASS PANE  IN THE 2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080008,12249755
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE  LOWER WINDOW SASH GLASS PANE  IN THE 2nd ROOM  FROM NORTH AT EAST LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080008,12249760
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT NORTH WALL, EAST WALL AND CEILING  IN THE BATHROOM  LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080010,12110533
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080010,12110535
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WALLS AND CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080010,12110538
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080010,12110542
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL, EAST WALL, SOUTH WALL, WEST WALL AND CEILING.  IN THE BATHROOM  LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080010,12110545
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE WALL AND CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080010,12110547
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080010,12110565
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080010,12110567
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080010,12110570
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE WINDOW UPPER SASH  IN THE 3rd ROOM  FROM EAST LOCATED AT APT 3, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",1017080010,12110579
