novdescription,class,violationstatus,bbl
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Open,1016650038
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF TWO FREE-STANDING RADIATORS  AT PUBLIC HALL, 4th STORY",C,Close,1016650038
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 1;          IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",C,Close,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE INTERCOM PANEL (HANGING DOWN ON WIRES) AT WEST WALL  IN THE PRIVATE HALLWAY  LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",A,Open,1016650038
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE CUT HAZARD FROM BROKEN CERAMIC TILES AT BATHTUB NORTH WALL   IN THE BATHROOM  LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",C,Close,1016650038
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... 16 SQ. FT AT NORTH WALL + 8 SQ.FT  AT EAST WALL + 4 SQ. FT AT SOUTH WALL (TOTAL 28 SQ.FT.)   IN THE BATHROOM  LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",C,Close,1016650038
"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 0;         LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",C,Close,1016650038
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Open,1016650038
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Open,1016650038
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND WALLS  IN THE BATHROOM  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",A,Open,1016650038
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANE AT UPPER SASH WINDOW  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",C,Close,1016650038
"SECTION 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF AT 1ST 2ND 3RD AND 4TH SOUTH WALL  AT PUBLIC HALL, 1st STORY",B,Open,1016650038
"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 17, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE INTERCOM  AT PUBLIC HALL, 1st STORY",B,Open,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE MARBLE TREAD 3RD UP  AT PUBLIC HALL, 1st STORY",B,Close,1016650038
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ..  IN THE ENTRANCE  LOCATED AT APT 17, 4th STORY",B,Close,1016650038
"SECTION 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED AT PUBLIC HALL",A,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR UNKEYED PLASTER AT CEILING  IN THE BATHROOM  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,Open,1016650038
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,Open,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE LIGHT FIXTURE AT CEILING  IN THE FOYER  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Open,1016650038
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING LOCKABLE DOOR KNOB INSTALLED AT DOOR LEADING TO FIRE ESCAPE WINDOW  LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,Open,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOWER SASH COUNTER BALANCE AT WINDOW  IN THE 3rd ROOM  FROM EAST AT NORTH LOCATED AT APT 7, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",B,Open,1016650038
"SECTION 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED AT PUBLIC HALL, 1st STORY",A,Close,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE WASHBASIN  IN THE BATHROOM  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Open,1016650038
"SECTION 27-2026 ADM CODE  RESET, SO AS TO SECURE A PROPER AND TIGHT CONNECTION, THE WATER CLOSET BOWL ,  IN THE BATHROOM  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK OVER CEILING   IN THE BATHROOM  LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",C,Close,1016650038
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... CEILING  IN THE BATHROOM  LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH",C,Open,1016650038
SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM AT BOILER ROOM  AT CELLAR,C,Close,1016650038
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS LOCATED AT APT 23, 5th STORY, APARTMENT AT  EAST",B,Open,1016650038
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE CERAMIC TILE AT NORTH WALL  IN THE BATHROOM  LOCATED AT APT 23, 5th STORY, APARTMENT AT  EAST",A,Close,1016650038
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRICAL LIGHT FIXTURE AT CEILING  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... 16 SQUARE FEET AT CEILING  IN THE BATHROOM  LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND ALL WALLS  IN THE BATHROOM  LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT SOUTH WALL  IN THE BATHROOM  LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE KITCHEN  LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND EAST WALL  IN THE KITCHEN  LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK FROM APT ABOVE WITH DAMAGE TO KITCHEN CEILING, WALL CABINET AND ALONG WALL TO KITCHEN SINK  IN THE KITCHEN  LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",C,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR  APPROX. 10 SQ. FT. OF PARTIALLY COLLAPSED AND FALLING CEILING ABOVE THE BATHTUB  IN THE BATHROOM  LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",C,Close,1016650038
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Open,1016650038
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2005, 2007 ADM CODE  AND DEPT. RULES AND REGULATIONS. REMOVE THE ENCUMBRANCE OBSTRUCTING EGRESS FROM FIRE ESCAPES HOUSEHOLD ITEMS THE 4TH AND 5TH STORY BALCONYS  AT THE FRONT FIRE ESCAPE",B,Open,1016650038
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st RISER  FROM EAST AT SOUTH WALL IN THE 4th ROOM  FROM NORTH LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",C,Open,1016650038
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         1st RISER  FROM WEST AT NORTH WALL IN THE 1st ROOM  FROM NORTH LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",C,Open,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE 4TH MARBLE TREAD FROM BOTTOM,2ND STY,PUBLIC HALL STAIRS",B,Close,1016650038
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING KEY-OPERATED LOCK AT FIRE ESCAPE ROOM DOOR  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 19, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",C,Open,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE LOCK AT APT. ENTRANCE DOOR  IN THE FOYER  LOCATED AT APT 19, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",C,Close,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOCK AT BLDG. ENTRANCE DOOR,FRONT AREAWAY",B,Close,1016650038
"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF REFRIGERATOR WITH DOOR ATTACHED  AT PUBLIC HALL, 1st STORY",C,Close,1016650038
SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE  MASONRY CEILINGS CELLAR THRU OUT.,B,Open,1016650038
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING KEY OPERATED LOCK , ROOM TO FIRE ESCAPE. NORTH-5  IN THE 5th ROOM  FROM NORTH LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILINGS AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR , DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 19, 5th STORY, 2nd APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2005, 2007 ADM CODE  FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE ,  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 26, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",B,Open,1016650038
"SECTION 27-2043 ADM CODE  PROVIDE A LOCK AND KEY TO THE ENTRANCE DOOR OF DWELLING UNIT AND, IF A CL A MULTIPLE DWELLING, ALSO A CHAIN GUARD  IN THE FOYER  LOCATED AT APT 25, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",A,Close,1016650038
"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 25, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",B,Close,1016650038
"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ; APARTMENT ENTRANCE DOOR  IN THE FOYER  LOCATED AT APT 23, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 27-2005, 2007 ADM CODE  FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE ,  IN THE 5th ROOM  FROM NORTH LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 300 M/D LAW  FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION CONSISTING OF THE INSTALLATION OF A DROPPED CEILING  IN THE KITCHEN  LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 300 M/D LAW  FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION CONSISTING OF THE INSTALLATION OF A DROPPED CEILING  IN THE FOYER  LOCATED AT APT 13, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 27-2005 ADM CODE  FIRE ESCAPE DEFECTIVE. PROPERLY SECURE THE DROP LADDER TO GRAVITY HOOK, WEST STACK  AT FIRE ESCAPE",B,Close,1016650038
"SECTION 27-2010, 2011, 2012 ADM CODE  REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE EXTENSION ROOF AT WEST , 2nd STORY",A,Close,1016650038
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           NORTH WALL IN THE FOYER  LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",C,Open,1016650038
"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           EAST WALL IN THE 4th ROOM  FROM NORTH LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",C,Open,1016650038
"SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM , DOOR  LOCKED  AT BOILER ROOM",C,Close,1016650038
"SECTION  27-2033 ADM CODE  PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM ,",C,Close,1016650038
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WINDOW GLASS  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016650038
SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE DRAIN STRAINER  AT FIRE PASSAGE WAY AT  EAST,B,Open,1016650038
SECTION 27-2005 ADM CODE  FIRE ESCAPE DEFECTIVE. ADJUST THE DROPLADDER SO THAT IT WILL SLIDE EASILY IN THE GUIDE RODS AT WEST FIRE ESCAPE,B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR NORTH WALL AND CEILING  IN THE KITCHEN  LOCATED AT APT 18, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE WINDOW FRAME GLASS,LOWER & UPPER SASHES  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS PANEL,VESTIBULE,1ST STY  AT PUBLIC HALL",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REFIT DOOR AT ENTRANCE  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 12, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",A,Close,1016650038
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 25, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016650038
"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 25, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",B,Close,1016650038
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Open,1016650038
"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING KEY OPERATED LOCK AT DOOR TO ROOM WITH FIRE ESCAPE  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 9, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",C,Open,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           SOUTH WALL,         NORTH WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           EAST WALL,         NORTH WALL,         SOUTH WALL IN THE 5th ROOM  FROM NORTH LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           NORTH WALL,         EAST WALL IN THE 4th ROOM  FROM NORTH LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           EAST WALL,         WEST WALL IN THE 1st ROOM  FROM NORTH LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE           WEST WALL,         EAST WALL,         NORTH WALL IN THE KITCHEN  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT  LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",B,Open,1016650038
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT  ALL PEELING PAINT SURFACES IN  THE 1st ROOM  FROM NORTH,  THE 4th ROOM  FROM NORTH,  THE 5th ROOM  FROM NORTH,  THE PRIVATE HALLWAY ,  THE KITCHEN   LOCATED AT APT 23, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 27-2005, 2007 ADM CODE  REMOVE ALL ENCUMBRANCES CONSISTING OF BOX-SPRING   AT PUBLIC HALL STAIRS, 6th STORY",B,Close,1016650038
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING & WALLS  IN THE 4th ROOM  FROM NORTH AT WEST LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING & WALLS  IN THE 4th ROOM  FROM NORTH AT EAST LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD BASE CABINET AT SINK  IN THE KITCHEN  LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 8, 2nd STORY",B,Close,1016650038
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 8, 2nd STORY",B,Close,1016650038
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING & WALLS  IN THE FOYER  LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING & WALLS  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING & WALLS  IN THE BATHROOM  LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING & WALLS  IN THE KITCHEN  LOCATED AT APT 8, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",A,Close,1016650038
"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERABLE   IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",B,Close,1016650038
"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR INOPERABLE   IN THE ENTIRE APARTMENT  LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",B,Open,1016650038
